Iteration 0, D_loss = 1.0876,G_loss = 1.0464,train acc = 0.5283, train f1 = 0.5283, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 134, D_loss = 0.9495,G_loss = 1.2243,train acc = 0.4583, train f1 = 0.4583, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 135, D_loss = 0.9484,G_loss = 1.2270,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 136, D_loss = 0.9504,G_loss = 1.2252,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 137, D_loss = 0.9500,G_loss = 1.2248,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 138, D_loss = 0.9492,G_loss = 1.2252,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 139, D_loss = 0.9493,G_loss = 1.2261,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 140, D_loss = 1.3188,G_loss = 0.6719,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 141, D_loss = 1.1600,G_loss = 0.9089,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 142, D_loss = 0.9498,G_loss = 1.2239,train acc = 0.4673, train f1 = 0.4673, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 143, D_loss = 0.9499,G_loss = 1.2241,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 144, D_loss = 0.9489,G_loss = 1.2250,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 145, D_loss = 0.9495,G_loss = 1.2251,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 146, D_loss = 0.9498,G_loss = 1.2230,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 147, D_loss = 0.9500,G_loss = 1.2238,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 148, D_loss = 0.9499,G_loss = 1.2241,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 149, D_loss = 0.9495,G_loss = 1.2252,train acc = 0.4554, train f1 = 0.4554, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 150, D_loss = 0.9475,G_loss = 1.2252,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 151, D_loss = 0.9501,G_loss = 1.2263,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 152, D_loss = 0.9477,G_loss = 1.2241,train acc = 0.4375, train f1 = 0.4375, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 153, D_loss = 0.9508,G_loss = 1.2232,train acc = 0.4494, train f1 = 0.4494, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 154, D_loss = 0.9503,G_loss = 1.2236,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 155, D_loss = 0.9499,G_loss = 1.2249,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 156, D_loss = 0.9495,G_loss = 1.2241,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 157, D_loss = 0.9493,G_loss = 1.2238,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 158, D_loss = 0.9503,G_loss = 1.2249,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 159, D_loss = 0.9496,G_loss = 1.2252,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 160, D_loss = 0.9497,G_loss = 1.2249,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 161, D_loss = 0.9494,G_loss = 1.2245,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 162, D_loss = 0.9499,G_loss = 1.2243,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 163, D_loss = 0.9484,G_loss = 1.2230,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 164, D_loss = 0.9504,G_loss = 1.2242,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 165, D_loss = 0.9496,G_loss = 1.2244,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 166, D_loss = 0.9481,G_loss = 1.2272,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 167, D_loss = 0.9491,G_loss = 1.2239,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 168, D_loss = 0.9501,G_loss = 1.2243,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 169, D_loss = 0.9497,G_loss = 1.2236,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 170, D_loss = 0.9466,G_loss = 1.2262,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 171, D_loss = 0.9494,G_loss = 1.2246,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 172, D_loss = 0.9487,G_loss = 1.2245,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 173, D_loss = 0.9501,G_loss = 1.2219,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 174, D_loss = 1.2829,G_loss = 0.7153,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 175, D_loss = 1.2688,G_loss = 0.7817,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 176, D_loss = 0.9498,G_loss = 1.2250,train acc = 0.4717, train f1 = 0.4717, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 177, D_loss = 1.3820,G_loss = 0.6994,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 178, D_loss = 1.4286,G_loss = 0.8616,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 179, D_loss = 1.3919,G_loss = 0.6917,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 180, D_loss = 1.3875,G_loss = 0.6899,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 181, D_loss = 1.1720,G_loss = 1.0067,train acc = 0.5179, train f1 = 0.5179, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 182, D_loss = 1.0812,G_loss = 1.1540,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 183, D_loss = 1.1896,G_loss = 1.1002,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 184, D_loss = 1.4519,G_loss = 0.9714,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 185, D_loss = 1.4014,G_loss = 0.7484,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 186, D_loss = 1.3897,G_loss = 0.6921,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 187, D_loss = 1.3845,G_loss = 0.6927,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 188, D_loss = 1.3884,G_loss = 0.6926,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 189, D_loss = 1.3898,G_loss = 0.6931,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 190, D_loss = 1.3890,G_loss = 0.6937,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 191, D_loss = 1.3873,G_loss = 0.6951,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 192, D_loss = 1.3877,G_loss = 0.6882,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 193, D_loss = 1.3886,G_loss = 0.6944,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 194, D_loss = 1.3883,G_loss = 0.6920,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 195, D_loss = 1.3883,G_loss = 0.6954,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 196, D_loss = 1.3886,G_loss = 0.6937,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 197, D_loss = 1.3880,G_loss = 0.6933,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 198, D_loss = 1.3882,G_loss = 0.6927,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 199, D_loss = 1.3894,G_loss = 0.6926,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 200, D_loss = 1.3926,G_loss = 0.0000,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 201, D_loss = 1.3903,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 202, D_loss = 1.3920,G_loss = 0.0000,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 203, D_loss = 1.3907,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 204, D_loss = 1.3905,G_loss = 0.0000,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 205, D_loss = 1.3884,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 206, D_loss = 1.3891,G_loss = 0.0000,train acc = 0.5119, train f1 = 0.5119, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 207, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.4583, train f1 = 0.4583, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 208, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 209, D_loss = 1.3884,G_loss = 0.0000,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 210, D_loss = 1.3898,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 211, D_loss = 1.3879,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 212, D_loss = 1.3885,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 213, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 214, D_loss = 1.3895,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 215, D_loss = 1.3885,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 216, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 217, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.5327, train f1 = 0.5327, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 218, D_loss = 1.3862,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 219, D_loss = 1.3897,G_loss = 0.0000,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 220, D_loss = 1.3877,G_loss = 0.0000,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 221, D_loss = 1.3875,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 222, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 223, D_loss = 1.3875,G_loss = 0.0000,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 224, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 225, D_loss = 1.3869,G_loss = 0.0000,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 226, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 227, D_loss = 1.3858,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 228, D_loss = 1.3875,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 229, D_loss = 1.3874,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 230, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 231, D_loss = 1.3862,G_loss = 0.0000,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 232, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 233, D_loss = 1.3866,G_loss = 0.0000,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 234, D_loss = 1.3887,G_loss = 0.0000,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 235, D_loss = 1.3867,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 236, D_loss = 1.3869,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 237, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 238, D_loss = 1.3866,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 239, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 240, D_loss = 1.3864,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 241, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 242, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 243, D_loss = 1.3866,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 244, D_loss = 1.3867,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 245, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 246, D_loss = 1.3865,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 247, D_loss = 1.3874,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 248, D_loss = 1.3859,G_loss = 0.0000,train acc = 0.5179, train f1 = 0.5179, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 249, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 250, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 251, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 252, D_loss = 1.3869,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 253, D_loss = 1.3867,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 254, D_loss = 1.3863,G_loss = 0.0000,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 255, D_loss = 1.3869,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 256, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 257, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 258, D_loss = 1.3865,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 259, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 260, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 261, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4494, train f1 = 0.4494, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 262, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 263, D_loss = 1.3865,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 264, D_loss = 1.3869,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 265, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 266, D_loss = 1.3868,G_loss = 0.0000,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
Iteration 267, D_loss = 1.3868,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.6833, best f1 = 0.6833, lr = 0.00020000 
