Iteration 0, D_loss = 1.0424,G_loss = 1.5207,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 134, D_loss = 0.9485,G_loss = 1.4495,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 135, D_loss = 0.9546,G_loss = 1.4393,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 136, D_loss = 0.9505,G_loss = 1.4405,train acc = 0.5119, train f1 = 0.5119, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 137, D_loss = 0.9494,G_loss = 1.4442,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 138, D_loss = 0.9501,G_loss = 1.4385,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 139, D_loss = 0.9500,G_loss = 1.4370,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 140, D_loss = 0.9539,G_loss = 1.4314,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 141, D_loss = 0.9503,G_loss = 1.4327,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 142, D_loss = 0.9495,G_loss = 1.4312,train acc = 0.4777, train f1 = 0.4777, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 143, D_loss = 0.9499,G_loss = 1.4315,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 144, D_loss = 0.9491,G_loss = 1.4331,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 145, D_loss = 0.9503,G_loss = 1.4281,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 146, D_loss = 0.9502,G_loss = 1.4250,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 147, D_loss = 0.9499,G_loss = 1.4226,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 148, D_loss = 0.9496,G_loss = 1.4216,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 149, D_loss = 0.9489,G_loss = 1.4253,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 150, D_loss = 0.9499,G_loss = 1.4210,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 151, D_loss = 0.9498,G_loss = 1.4189,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 152, D_loss = 0.9502,G_loss = 1.4183,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 153, D_loss = 0.9494,G_loss = 1.4162,train acc = 0.4836, train f1 = 0.4836, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 154, D_loss = 0.9496,G_loss = 1.4178,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 155, D_loss = 0.9500,G_loss = 1.4166,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 156, D_loss = 0.9494,G_loss = 1.4156,train acc = 0.4673, train f1 = 0.4673, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 157, D_loss = 0.9502,G_loss = 1.4111,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 158, D_loss = 0.9497,G_loss = 1.4112,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 159, D_loss = 0.9493,G_loss = 1.4112,train acc = 0.4464, train f1 = 0.4464, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 160, D_loss = 0.9482,G_loss = 1.4160,train acc = 0.4464, train f1 = 0.4464, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 161, D_loss = 0.9500,G_loss = 1.4124,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 162, D_loss = 0.9493,G_loss = 1.4050,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 163, D_loss = 0.9500,G_loss = 1.4034,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 164, D_loss = 0.9493,G_loss = 1.4049,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 165, D_loss = 0.9500,G_loss = 1.4030,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 166, D_loss = 0.9499,G_loss = 1.3983,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 167, D_loss = 0.9492,G_loss = 1.4036,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 168, D_loss = 0.9502,G_loss = 1.4031,train acc = 0.4613, train f1 = 0.4613, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 169, D_loss = 0.9486,G_loss = 1.4006,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 170, D_loss = 0.9460,G_loss = 1.4035,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 171, D_loss = 0.9506,G_loss = 1.4011,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 172, D_loss = 0.9502,G_loss = 1.3938,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 173, D_loss = 0.9492,G_loss = 1.3948,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 174, D_loss = 0.9490,G_loss = 1.3982,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 175, D_loss = 0.9491,G_loss = 1.3940,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 176, D_loss = 0.9500,G_loss = 1.3924,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 177, D_loss = 0.9501,G_loss = 1.3887,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 178, D_loss = 0.9490,G_loss = 1.3877,train acc = 0.4673, train f1 = 0.4673, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 179, D_loss = 0.9500,G_loss = 1.3849,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 180, D_loss = 0.9492,G_loss = 1.3854,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 181, D_loss = 0.9492,G_loss = 1.3839,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 182, D_loss = 0.9507,G_loss = 1.3794,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 183, D_loss = 0.9503,G_loss = 1.3787,train acc = 0.4613, train f1 = 0.4613, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 184, D_loss = 0.9488,G_loss = 1.3849,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 185, D_loss = 0.9498,G_loss = 1.3869,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 186, D_loss = 0.9500,G_loss = 1.3840,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 187, D_loss = 0.9479,G_loss = 1.3798,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 188, D_loss = 0.9493,G_loss = 1.3792,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 189, D_loss = 0.9490,G_loss = 1.3927,train acc = 0.5238, train f1 = 0.5238, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 190, D_loss = 0.9497,G_loss = 1.3851,train acc = 0.4807, train f1 = 0.4807, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 191, D_loss = 0.9493,G_loss = 1.3802,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 192, D_loss = 0.9499,G_loss = 1.3754,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 193, D_loss = 0.9496,G_loss = 1.3730,train acc = 0.4554, train f1 = 0.4554, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 194, D_loss = 0.9496,G_loss = 1.3735,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 195, D_loss = 0.9491,G_loss = 1.3734,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 196, D_loss = 0.9496,G_loss = 1.3707,train acc = 0.4866, train f1 = 0.4866, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 197, D_loss = 0.9492,G_loss = 1.3682,train acc = 0.4613, train f1 = 0.4613, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 198, D_loss = 0.9496,G_loss = 1.3701,train acc = 0.4673, train f1 = 0.4673, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 199, D_loss = 0.9502,G_loss = 1.3631,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 200, D_loss = 1.3928,G_loss = 0.0000,train acc = 0.5179, train f1 = 0.5179, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 201, D_loss = 1.3894,G_loss = 0.0000,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 202, D_loss = 1.3892,G_loss = 0.0000,train acc = 0.5119, train f1 = 0.5119, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 203, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 204, D_loss = 1.3894,G_loss = 0.0000,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 205, D_loss = 1.3886,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 206, D_loss = 1.3910,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 207, D_loss = 1.3900,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 208, D_loss = 1.3893,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 209, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.4896, train f1 = 0.4896, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 210, D_loss = 1.3896,G_loss = 0.0000,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 211, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.5208, train f1 = 0.5208, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 212, D_loss = 1.3882,G_loss = 0.0000,train acc = 0.4926, train f1 = 0.4926, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 213, D_loss = 1.3882,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 214, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 215, D_loss = 1.3889,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 216, D_loss = 1.3879,G_loss = 0.0000,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 217, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 218, D_loss = 1.3874,G_loss = 0.0000,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 219, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.5238, train f1 = 0.5238, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 220, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 221, D_loss = 1.3866,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 222, D_loss = 1.3874,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 223, D_loss = 1.3877,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 224, D_loss = 1.3878,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 225, D_loss = 1.3874,G_loss = 0.0000,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 226, D_loss = 1.3885,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 227, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 228, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 229, D_loss = 1.3877,G_loss = 0.0000,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 230, D_loss = 1.3876,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 231, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 232, D_loss = 1.3877,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 233, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 234, D_loss = 1.3851,G_loss = 0.0000,train acc = 0.5238, train f1 = 0.5238, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 235, D_loss = 1.3875,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 236, D_loss = 1.3878,G_loss = 0.0000,train acc = 0.4955, train f1 = 0.4955, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 237, D_loss = 1.3876,G_loss = 0.0000,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 238, D_loss = 1.3878,G_loss = 0.0000,train acc = 0.4866, train f1 = 0.4866, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 239, D_loss = 1.3876,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 240, D_loss = 1.3876,G_loss = 0.0000,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 241, D_loss = 1.3868,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 242, D_loss = 1.3875,G_loss = 0.0000,train acc = 0.5015, train f1 = 0.5015, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 243, D_loss = 1.3869,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 244, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 245, D_loss = 1.3880,G_loss = 0.0000,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 246, D_loss = 1.3870,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 247, D_loss = 1.3866,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 248, D_loss = 1.3868,G_loss = 0.0000,train acc = 0.5015, train f1 = 0.5015, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 249, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.4836, train f1 = 0.4836, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 250, D_loss = 1.3874,G_loss = 0.0000,train acc = 0.4524, train f1 = 0.4524, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 251, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4985, train f1 = 0.4985, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 252, D_loss = 1.3865,G_loss = 0.0000,train acc = 0.5119, train f1 = 0.5119, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 253, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 254, D_loss = 1.3884,G_loss = 0.0000,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 255, D_loss = 1.3877,G_loss = 0.0000,train acc = 0.4926, train f1 = 0.4926, test acc = 0.4583, test f1 = 0.4583, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 256, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.4777, train f1 = 0.4777, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 257, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 258, D_loss = 1.3868,G_loss = 0.0000,train acc = 0.5015, train f1 = 0.5015, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 259, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 260, D_loss = 1.3877,G_loss = 0.0000,train acc = 0.4673, train f1 = 0.4673, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 261, D_loss = 1.3861,G_loss = 0.0000,train acc = 0.5015, train f1 = 0.5015, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 262, D_loss = 1.3881,G_loss = 0.0000,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 263, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.4673, train f1 = 0.4673, test acc = 0.4667, test f1 = 0.4667, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 264, D_loss = 1.3873,G_loss = 0.0000,train acc = 0.5015, train f1 = 0.5015, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 265, D_loss = 1.3872,G_loss = 0.0000,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 266, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 267, D_loss = 1.3871,G_loss = 0.0000,train acc = 0.4955, train f1 = 0.4955, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
