Iteration 0, D_loss = 0.2797,G_loss = 8.6895,train acc = 0.7892, train f1 = 0.4397, test acc = 0.8333, test f1 = 0.5000, best acc = 0.8333, best f1 = 0.5000, lr = 0.00020000 
Iteration 134, D_loss = 2.2478,G_loss = 1.3740,train acc = 0.8278, train f1 = 0.2356, test acc = 0.8785, test f1 = 0.2400, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 135, D_loss = 2.0665,G_loss = 1.5434,train acc = 0.8333, train f1 = 0.2409, test acc = 0.8368, test f1 = 0.2459, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 136, D_loss = 2.2842,G_loss = 1.4300,train acc = 0.8156, train f1 = 0.2465, test acc = 0.8264, test f1 = 0.2513, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 137, D_loss = 1.2140,G_loss = 3.7084,train acc = 0.8248, train f1 = 0.2513, test acc = 0.8542, test f1 = 0.2553, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 138, D_loss = 0.0619,G_loss = 9.7544,train acc = 0.8241, train f1 = 0.2549, test acc = 0.8299, test f1 = 0.2586, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 139, D_loss = 0.0256,G_loss = 11.9524,train acc = 0.8217, train f1 = 0.2583, test acc = 0.8160, test f1 = 0.2617, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 140, D_loss = 0.0247,G_loss = 12.9107,train acc = 0.8272, train f1 = 0.2613, test acc = 0.8368, test f1 = 0.2643, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 141, D_loss = 0.0169,G_loss = 13.6387,train acc = 0.8180, train f1 = 0.2641, test acc = 0.8299, test f1 = 0.2666, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 142, D_loss = 0.0156,G_loss = 14.1298,train acc = 0.8260, train f1 = 0.2668, test acc = 0.8333, test f1 = 0.2675, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 143, D_loss = 0.0104,G_loss = 14.0320,train acc = 0.8211, train f1 = 0.2680, test acc = 0.8542, test f1 = 0.2690, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 144, D_loss = 0.0068,G_loss = 15.0376,train acc = 0.8229, train f1 = 0.2692, test acc = 0.8472, test f1 = 0.2696, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 145, D_loss = 0.0066,G_loss = 14.9526,train acc = 0.8278, train f1 = 0.2697, test acc = 0.8299, test f1 = 0.2692, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 146, D_loss = 0.0028,G_loss = 14.8116,train acc = 0.8186, train f1 = 0.2691, test acc = 0.8299, test f1 = 0.2684, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 147, D_loss = 0.0034,G_loss = 15.0323,train acc = 0.8186, train f1 = 0.2683, test acc = 0.8299, test f1 = 0.2676, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 148, D_loss = 0.2893,G_loss = 11.8332,train acc = 0.8039, train f1 = 0.2696, test acc = 0.8021, test f1 = 0.2728, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 149, D_loss = 0.0725,G_loss = 9.8495,train acc = 0.8217, train f1 = 0.2735, test acc = 0.8368, test f1 = 0.2775, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 150, D_loss = 0.0081,G_loss = 12.2950,train acc = 0.8266, train f1 = 0.2772, test acc = 0.8333, test f1 = 0.2808, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 151, D_loss = 0.0046,G_loss = 13.1576,train acc = 0.8241, train f1 = 0.2806, test acc = 0.8403, test f1 = 0.2840, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 152, D_loss = 0.0028,G_loss = 13.9568,train acc = 0.8241, train f1 = 0.2834, test acc = 0.8299, test f1 = 0.2865, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 153, D_loss = 0.0023,G_loss = 14.9831,train acc = 0.8241, train f1 = 0.2857, test acc = 0.8299, test f1 = 0.2880, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 154, D_loss = 0.0015,G_loss = 15.5979,train acc = 0.8199, train f1 = 0.2871, test acc = 0.8299, test f1 = 0.2899, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 155, D_loss = 0.0014,G_loss = 16.4473,train acc = 0.8235, train f1 = 0.2884, test acc = 0.8403, test f1 = 0.2908, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 156, D_loss = 0.0014,G_loss = 16.1619,train acc = 0.8254, train f1 = 0.2894, test acc = 0.8333, test f1 = 0.2915, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 157, D_loss = 0.0008,G_loss = 16.7968,train acc = 0.8235, train f1 = 0.2898, test acc = 0.8333, test f1 = 0.2919, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 158, D_loss = 0.0009,G_loss = 17.1555,train acc = 0.8217, train f1 = 0.2905, test acc = 0.8333, test f1 = 0.2926, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 159, D_loss = 0.0007,G_loss = 17.5154,train acc = 0.8248, train f1 = 0.2907, test acc = 0.8368, test f1 = 0.2929, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 160, D_loss = 0.0005,G_loss = 17.7749,train acc = 0.8241, train f1 = 0.2908, test acc = 0.8299, test f1 = 0.2928, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 161, D_loss = 0.0004,G_loss = 17.7984,train acc = 0.8235, train f1 = 0.2911, test acc = 0.8299, test f1 = 0.2933, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 162, D_loss = 0.0005,G_loss = 17.8831,train acc = 0.8217, train f1 = 0.2912, test acc = 0.8333, test f1 = 0.2937, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 163, D_loss = 0.0004,G_loss = 17.9056,train acc = 0.8235, train f1 = 0.2913, test acc = 0.8438, test f1 = 0.2939, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 164, D_loss = 0.0066,G_loss = 19.5225,train acc = 0.8229, train f1 = 0.2908, test acc = 0.8438, test f1 = 0.2932, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 165, D_loss = 0.0001,G_loss = 20.1498,train acc = 0.8217, train f1 = 0.2903, test acc = 0.8368, test f1 = 0.2924, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 166, D_loss = 0.0002,G_loss = 20.1958,train acc = 0.8254, train f1 = 0.2897, test acc = 0.8333, test f1 = 0.2915, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 167, D_loss = 0.0001,G_loss = 20.2028,train acc = 0.8229, train f1 = 0.2890, test acc = 0.8333, test f1 = 0.2904, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 168, D_loss = 0.0001,G_loss = 20.2868,train acc = 0.8186, train f1 = 0.2884, test acc = 0.8333, test f1 = 0.2894, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 169, D_loss = 0.0002,G_loss = 20.3066,train acc = 0.8266, train f1 = 0.2879, test acc = 0.8333, test f1 = 0.2890, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 170, D_loss = 0.0001,G_loss = 20.2474,train acc = 0.8254, train f1 = 0.2872, test acc = 0.8299, test f1 = 0.2884, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 171, D_loss = 0.0001,G_loss = 20.3739,train acc = 0.8174, train f1 = 0.2867, test acc = 0.8333, test f1 = 0.2875, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 172, D_loss = 0.0001,G_loss = 20.3456,train acc = 0.8217, train f1 = 0.2859, test acc = 0.8368, test f1 = 0.2869, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 173, D_loss = 0.0386,G_loss = 19.7329,train acc = 0.8217, train f1 = 0.2855, test acc = 0.8333, test f1 = 0.2867, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 174, D_loss = 0.0006,G_loss = 18.5083,train acc = 0.8205, train f1 = 0.2856, test acc = 0.8299, test f1 = 0.2867, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 175, D_loss = 0.0005,G_loss = 18.6663,train acc = 0.8241, train f1 = 0.2856, test acc = 0.8403, test f1 = 0.2864, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 176, D_loss = 0.0004,G_loss = 18.9002,train acc = 0.8272, train f1 = 0.2853, test acc = 0.8299, test f1 = 0.2863, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 177, D_loss = 0.0002,G_loss = 19.1347,train acc = 0.8235, train f1 = 0.2847, test acc = 0.8403, test f1 = 0.2860, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 178, D_loss = 0.0003,G_loss = 19.2771,train acc = 0.8229, train f1 = 0.2843, test acc = 0.8333, test f1 = 0.2854, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 179, D_loss = 0.0249,G_loss = 18.7095,train acc = 0.8217, train f1 = 0.2840, test acc = 0.8403, test f1 = 0.2851, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 180, D_loss = 0.0003,G_loss = 19.2134,train acc = 0.8217, train f1 = 0.2836, test acc = 0.8507, test f1 = 0.2848, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 181, D_loss = 0.0003,G_loss = 19.3774,train acc = 0.8180, train f1 = 0.2830, test acc = 0.8333, test f1 = 0.2841, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 182, D_loss = 0.0002,G_loss = 19.4590,train acc = 0.8217, train f1 = 0.2825, test acc = 0.8264, test f1 = 0.2836, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 183, D_loss = 0.0002,G_loss = 19.4986,train acc = 0.8254, train f1 = 0.2819, test acc = 0.8333, test f1 = 0.2829, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 184, D_loss = 0.0002,G_loss = 19.5941,train acc = 0.8211, train f1 = 0.2812, test acc = 0.8333, test f1 = 0.2823, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 185, D_loss = 0.0472,G_loss = 16.9137,train acc = 0.8382, train f1 = 0.2804, test acc = 0.8333, test f1 = 0.2812, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 186, D_loss = 0.0016,G_loss = 14.1895,train acc = 0.8192, train f1 = 0.2793, test acc = 0.8299, test f1 = 0.2802, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 187, D_loss = 0.0007,G_loss = 15.1665,train acc = 0.8211, train f1 = 0.2783, test acc = 0.8264, test f1 = 0.2793, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 188, D_loss = 0.0005,G_loss = 15.7725,train acc = 0.8248, train f1 = 0.2773, test acc = 0.8333, test f1 = 0.2783, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 189, D_loss = 0.0006,G_loss = 16.1700,train acc = 0.8241, train f1 = 0.2764, test acc = 0.8438, test f1 = 0.2774, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 190, D_loss = 0.0004,G_loss = 16.3141,train acc = 0.8260, train f1 = 0.2754, test acc = 0.8333, test f1 = 0.2764, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 191, D_loss = 0.0003,G_loss = 16.4936,train acc = 0.8278, train f1 = 0.2744, test acc = 0.8333, test f1 = 0.2754, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 192, D_loss = 0.0010,G_loss = 17.5448,train acc = 0.8254, train f1 = 0.2735, test acc = 0.8264, test f1 = 0.2747, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 193, D_loss = 0.0001,G_loss = 18.2115,train acc = 0.8186, train f1 = 0.2726, test acc = 0.8333, test f1 = 0.2738, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 194, D_loss = 0.0001,G_loss = 18.1132,train acc = 0.8235, train f1 = 0.2717, test acc = 0.8368, test f1 = 0.2731, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 195, D_loss = 0.0001,G_loss = 18.1721,train acc = 0.8168, train f1 = 0.2709, test acc = 0.8264, test f1 = 0.2722, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 196, D_loss = 0.0001,G_loss = 18.4057,train acc = 0.8248, train f1 = 0.2700, test acc = 0.8264, test f1 = 0.2714, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 197, D_loss = 0.0001,G_loss = 18.5392,train acc = 0.8241, train f1 = 0.2691, test acc = 0.8472, test f1 = 0.2705, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 198, D_loss = 0.0001,G_loss = 18.7267,train acc = 0.8278, train f1 = 0.2682, test acc = 0.8299, test f1 = 0.2696, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 199, D_loss = 0.0001,G_loss = 18.9727,train acc = 0.8248, train f1 = 0.2673, test acc = 0.8229, test f1 = 0.2687, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 200, D_loss = 2.7054,G_loss = 0.0000,train acc = 0.8027, train f1 = 0.2669, test acc = 0.8333, test f1 = 0.2678, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 201, D_loss = 2.3900,G_loss = 0.0000,train acc = 0.8382, train f1 = 0.2661, test acc = 0.8333, test f1 = 0.2669, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 202, D_loss = 2.3803,G_loss = 0.0000,train acc = 0.7868, train f1 = 0.2657, test acc = 0.8333, test f1 = 0.2674, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 203, D_loss = 2.3297,G_loss = 0.0000,train acc = 0.8382, train f1 = 0.2660, test acc = 0.8194, test f1 = 0.2677, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 204, D_loss = 2.3311,G_loss = 0.0000,train acc = 0.7917, train f1 = 0.2670, test acc = 0.8299, test f1 = 0.2683, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 205, D_loss = 2.3093,G_loss = 0.0000,train acc = 0.8125, train f1 = 0.2687, test acc = 0.8333, test f1 = 0.2700, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 206, D_loss = 2.3150,G_loss = 0.0000,train acc = 0.8395, train f1 = 0.2706, test acc = 0.8333, test f1 = 0.2726, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 207, D_loss = 2.3267,G_loss = 0.0000,train acc = 0.8395, train f1 = 0.2726, test acc = 0.8333, test f1 = 0.2723, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 208, D_loss = 2.3314,G_loss = 0.0000,train acc = 0.8162, train f1 = 0.2732, test acc = 0.8333, test f1 = 0.2714, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 209, D_loss = 2.3196,G_loss = 0.0000,train acc = 0.8205, train f1 = 0.2730, test acc = 0.8333, test f1 = 0.2704, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 210, D_loss = 2.3169,G_loss = 0.0000,train acc = 0.8321, train f1 = 0.2729, test acc = 0.8333, test f1 = 0.2709, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 211, D_loss = 2.3211,G_loss = 0.0000,train acc = 0.8150, train f1 = 0.2731, test acc = 0.8333, test f1 = 0.2713, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 212, D_loss = 2.3131,G_loss = 0.0000,train acc = 0.8070, train f1 = 0.2739, test acc = 0.8333, test f1 = 0.2725, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 213, D_loss = 2.3195,G_loss = 0.0000,train acc = 0.7819, train f1 = 0.2754, test acc = 0.8368, test f1 = 0.2749, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 214, D_loss = 2.3002,G_loss = 0.0000,train acc = 0.8064, train f1 = 0.2777, test acc = 0.8333, test f1 = 0.2772, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 215, D_loss = 2.3117,G_loss = 0.0000,train acc = 0.8431, train f1 = 0.2801, test acc = 0.8333, test f1 = 0.2811, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 216, D_loss = 2.2947,G_loss = 0.0000,train acc = 0.8137, train f1 = 0.2831, test acc = 0.8333, test f1 = 0.2849, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 217, D_loss = 2.3093,G_loss = 0.0000,train acc = 0.8039, train f1 = 0.2864, test acc = 0.8333, test f1 = 0.2884, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 218, D_loss = 2.3017,G_loss = 0.0000,train acc = 0.8211, train f1 = 0.2899, test acc = 0.8333, test f1 = 0.2920, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 219, D_loss = 2.3022,G_loss = 0.0000,train acc = 0.8413, train f1 = 0.2934, test acc = 0.8438, test f1 = 0.2956, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 220, D_loss = 2.3078,G_loss = 0.0000,train acc = 0.8431, train f1 = 0.2969, test acc = 0.8333, test f1 = 0.2991, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 221, D_loss = 2.3053,G_loss = 0.0000,train acc = 0.8358, train f1 = 0.3004, test acc = 0.8333, test f1 = 0.3026, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 222, D_loss = 2.3078,G_loss = 0.0000,train acc = 0.8260, train f1 = 0.3039, test acc = 0.8333, test f1 = 0.3060, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 223, D_loss = 2.3063,G_loss = 0.0000,train acc = 0.8560, train f1 = 0.3072, test acc = 0.8333, test f1 = 0.3093, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 224, D_loss = 2.2983,G_loss = 0.0000,train acc = 0.8039, train f1 = 0.3105, test acc = 0.8333, test f1 = 0.3126, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 225, D_loss = 2.3208,G_loss = 0.0000,train acc = 0.8260, train f1 = 0.3138, test acc = 0.8333, test f1 = 0.3158, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 226, D_loss = 2.3066,G_loss = 0.0000,train acc = 0.8235, train f1 = 0.3170, test acc = 0.8333, test f1 = 0.3189, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 227, D_loss = 2.3008,G_loss = 0.0000,train acc = 0.8493, train f1 = 0.3201, test acc = 0.8333, test f1 = 0.3220, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 228, D_loss = 2.2935,G_loss = 0.0000,train acc = 0.9001, train f1 = 0.3232, test acc = 0.8333, test f1 = 0.3251, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 229, D_loss = 2.3041,G_loss = 0.0000,train acc = 0.8143, train f1 = 0.3262, test acc = 0.8333, test f1 = 0.3281, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 230, D_loss = 2.2987,G_loss = 0.0000,train acc = 0.8076, train f1 = 0.3292, test acc = 0.8333, test f1 = 0.3310, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 231, D_loss = 2.3106,G_loss = 0.0000,train acc = 0.8266, train f1 = 0.3321, test acc = 0.8333, test f1 = 0.3339, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 232, D_loss = 2.2946,G_loss = 0.0000,train acc = 0.8284, train f1 = 0.3350, test acc = 0.8333, test f1 = 0.3367, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 233, D_loss = 2.3057,G_loss = 0.0000,train acc = 0.7733, train f1 = 0.3378, test acc = 0.8333, test f1 = 0.3395, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 234, D_loss = 2.3016,G_loss = 0.0000,train acc = 0.8450, train f1 = 0.3406, test acc = 0.8333, test f1 = 0.3423, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 235, D_loss = 2.3020,G_loss = 0.0000,train acc = 0.7806, train f1 = 0.3433, test acc = 0.8333, test f1 = 0.3450, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 236, D_loss = 2.2936,G_loss = 0.0000,train acc = 0.8333, train f1 = 0.3460, test acc = 0.8333, test f1 = 0.3476, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 237, D_loss = 2.2938,G_loss = 0.0000,train acc = 0.8186, train f1 = 0.3486, test acc = 0.8333, test f1 = 0.3502, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 238, D_loss = 2.2979,G_loss = 0.0000,train acc = 0.8627, train f1 = 0.3512, test acc = 0.8333, test f1 = 0.3528, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 239, D_loss = 2.3052,G_loss = 0.0000,train acc = 0.8076, train f1 = 0.3537, test acc = 0.8333, test f1 = 0.3553, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 240, D_loss = 2.2904,G_loss = 0.0000,train acc = 0.8627, train f1 = 0.3562, test acc = 0.8333, test f1 = 0.3578, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 241, D_loss = 2.2898,G_loss = 0.0000,train acc = 0.8627, train f1 = 0.3587, test acc = 0.8333, test f1 = 0.3603, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 242, D_loss = 2.3004,G_loss = 0.0000,train acc = 0.8284, train f1 = 0.3611, test acc = 0.8333, test f1 = 0.3627, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 243, D_loss = 2.2874,G_loss = 0.0000,train acc = 0.8382, train f1 = 0.3635, test acc = 0.8333, test f1 = 0.3651, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 244, D_loss = 2.2934,G_loss = 0.0000,train acc = 0.8284, train f1 = 0.3659, test acc = 0.8333, test f1 = 0.3674, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 245, D_loss = 2.3102,G_loss = 0.0000,train acc = 0.8039, train f1 = 0.3682, test acc = 0.8333, test f1 = 0.3697, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 246, D_loss = 2.2979,G_loss = 0.0000,train acc = 0.8578, train f1 = 0.3705, test acc = 0.8333, test f1 = 0.3720, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 247, D_loss = 2.2909,G_loss = 0.0000,train acc = 0.7745, train f1 = 0.3727, test acc = 0.8333, test f1 = 0.3742, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 248, D_loss = 2.3021,G_loss = 0.0000,train acc = 0.8186, train f1 = 0.3750, test acc = 0.8333, test f1 = 0.3764, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 249, D_loss = 2.2910,G_loss = 0.0000,train acc = 0.8376, train f1 = 0.3771, test acc = 0.8333, test f1 = 0.3785, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 250, D_loss = 2.2957,G_loss = 0.0000,train acc = 0.8186, train f1 = 0.3793, test acc = 0.8333, test f1 = 0.3807, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 251, D_loss = 2.2908,G_loss = 0.0000,train acc = 0.8725, train f1 = 0.3814, test acc = 0.8333, test f1 = 0.3828, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 252, D_loss = 2.2907,G_loss = 0.0000,train acc = 0.7941, train f1 = 0.3835, test acc = 0.8333, test f1 = 0.3848, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 253, D_loss = 2.3027,G_loss = 0.0000,train acc = 0.7843, train f1 = 0.3856, test acc = 0.8333, test f1 = 0.3869, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 254, D_loss = 2.2938,G_loss = 0.0000,train acc = 0.8431, train f1 = 0.3876, test acc = 0.8333, test f1 = 0.3889, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 255, D_loss = 2.2908,G_loss = 0.0000,train acc = 0.8775, train f1 = 0.3896, test acc = 0.8333, test f1 = 0.3909, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 256, D_loss = 2.2983,G_loss = 0.0000,train acc = 0.8529, train f1 = 0.3915, test acc = 0.8333, test f1 = 0.3928, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 257, D_loss = 2.2961,G_loss = 0.0000,train acc = 0.8284, train f1 = 0.3935, test acc = 0.8333, test f1 = 0.3947, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 258, D_loss = 2.2932,G_loss = 0.0000,train acc = 0.8487, train f1 = 0.3954, test acc = 0.8333, test f1 = 0.3966, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 259, D_loss = 2.2987,G_loss = 0.0000,train acc = 0.7745, train f1 = 0.3973, test acc = 0.8333, test f1 = 0.3985, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 260, D_loss = 2.2936,G_loss = 0.0000,train acc = 0.8382, train f1 = 0.3991, test acc = 0.8333, test f1 = 0.4004, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 261, D_loss = 2.2968,G_loss = 0.0000,train acc = 0.7647, train f1 = 0.4010, test acc = 0.8333, test f1 = 0.4022, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 262, D_loss = 2.3010,G_loss = 0.0000,train acc = 0.8039, train f1 = 0.4028, test acc = 0.8333, test f1 = 0.4040, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 263, D_loss = 2.2929,G_loss = 0.0000,train acc = 0.7990, train f1 = 0.4046, test acc = 0.8333, test f1 = 0.4058, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 264, D_loss = 2.2934,G_loss = 0.0000,train acc = 0.8284, train f1 = 0.4063, test acc = 0.8333, test f1 = 0.4075, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 265, D_loss = 2.2901,G_loss = 0.0000,train acc = 0.9069, train f1 = 0.4081, test acc = 0.8333, test f1 = 0.4092, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 266, D_loss = 2.2973,G_loss = 0.0000,train acc = 0.7843, train f1 = 0.4098, test acc = 0.8333, test f1 = 0.4109, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
Iteration 267, D_loss = 2.2864,G_loss = 0.0000,train acc = 0.8333, train f1 = 0.4115, test acc = 0.8333, test f1 = 0.4126, best acc = 0.8785, best f1 = 0.5000, lr = 0.00020000 
